vin,car_make,car_year,car_color
WAUHFBFL7CN183013,Infiniti,2011,Mauv
1G4GF5E37DF208677,Mitsubishi,1996,Puce
WBAKF3C54DJ746027,Hyundai,2006,Maroon
WBAWV13507P282504,Mercedes-Benz,1989,Purple
2HNYD28209H344598,Alfa Romeo,1992,
KMHTC6AD5CU337734,Infiniti,1993,Violet
WBADS33432G654140,Ford,2004,Yellow
3VW467AT5DM153264,Kia,2007,Blue
SCBLC47JX8C151855,Ford,1998,Mauv
WBAEW53495P379205,Honda,1984,Khaki
1GYFC26279R120113,Dodge,1995,
WAUVC58E85A170664,,,
1VWAS7A36FC268961,Chevrolet,2011,Mauv
2G4WC582161442783,,,Indigo
WAUXL68E34A557801,Honda,2005,Pink
2C3CCABGXEH285611,Ford,2009,Green
WDDPK4HA1CF121012,Honda,1988,Goldenrod
JN1CV6AP4BM255066,Ford,1955,Turquoise
1N6AA0EK1FN464287,Mercedes-Benz,2010,Violet
5TDBCRFH0FS349733,Ford,2011,
1G6DA1E35C0985961,Saturn,2005,Aquamarine
1FTEW1CM4EK289076,Isuzu,2001,Pink
WAUKH78E98A509257,Suzuki,2005,Yellow
WVGAV7AXXBW291984,Toyota,2008,Maroon
1GYFC53269R969431,Chevrolet,1995,Khaki
KMHHT6KDXAU608899,Lexus,2010,
5UMCL93422L825932,Ford,2009,Pink
WA1AGBFE8CD149214,Hyundai,1993,Red
1GYUKBEF2AR632588,Chevrolet,1998,Maroon
1G6YV36A375446312,Mercury,1992,Goldenrod
1GKS2FEJ5DR766920,,,Puce
WUADUAFG2BN224685,Volkswagen,1987,
2C3CDXHG9EH972604,GMC,1995,Mauv
WBAYF8C52ED498352,Dodge,1993,Fuscia
1N6AA0ECXEN312340,Porsche,1991,Fuscia
WBAEW53492P481843,Acura,1999,Pink
KMHTC6AD2CU827080,Toyota,1997,Goldenrod
WDDHF5KB8EA792225,Ford,2007,Violet
JM3KE2BE9F0396962,Pontiac,1989,Indigo
WVWAB7AJ2CW426725,Plymouth,1995,
KNDJN2A2XE7789855,Infiniti,2006,Khaki
2HNYD28378H632769,Mitsubishi,2009,Puce
1C3CCBAB0DN153216,Volkswagen,2008,Puce
2C4RDGEG8ER884213,Audi,2010,Blue
1G6DK8EG6A0452099,Chevrolet,1998,Maroon
1G6YX36D795665782,Buick,1992,Teal
WDDHF5KB0EA392580,Chevrolet,1997,Fuscia
19XFB4F25DE804182,Kia,2008,Blue
1LNHL9EK8FG577783,Volvo,2006,Maroon
JN8AF5MR0ET187579,Mercedes-Benz,1985,Maroon
4A31K5DF6AE572220,Subaru,1989,Puce
JTHCL5EF4F5698105,Acura,1993,Puce
JN1BY1PRXFM593690,Ford,1993,Goldenrod
3VW8S7AT7FM030369,Honda,2010,Maroon
KMHGH4JH7DU775537,Lotus,1989,
19UUA566X3A927062,Mercedes-Benz,1977,Pink
WBANE53516C833337,Lincoln,2006,Khaki
WAUJF98K09N892390,Ford,1988,Red
1G6DA8EG7A0909635,Volkswagen,2005,Goldenrod
KL4CJGSBXEB532234,Daewoo,1999,Maroon
1GKKRNED4FJ070678,Chevrolet,2002,Mauv
WBAYA8C56FG597254,Chevrolet,2010,Aquamarine
WAUNF68P56A223613,Audi,1987,Turquoise
WVGBF7A92AD755508,Volkswagen,2005,Khaki
1FTMF1E84AK422098,Toyota,2009,Goldenrod
JHMZE2H77ES015398,Pontiac,1964,Green
SCBBP9ZA5AC691999,Audi,2011,Red
1GYS3KEF1ER468003,Hyundai,2006,
JTDKN3DU1F0790328,Kia,2009,Turquoise
3GYFNCEY5BS973196,Lexus,1992,Khaki
3D73Y4HL4BG496405,GMC,2004,
3VW4A7AT3DM137224,Audi,2010,Red
1FTWW3B51AE978415,Mercury,2006,Violet
1N6AD0CU8AC349301,Mazda,1994,Orange
5UXFE83569L980135,Tesla,2010,Goldenrod
1D7RE2BK8BS986832,Mitsubishi,1985,Green
3VW4S7AT3EM563932,Geo,1993,Green
WA1LGAFE8CD543038,Mitsubishi,1997,Mauv
WBAFU9C53BC387121,Acura,1988,Crimson
1C4RDHEG6FC963198,Audi,2001,Blue
WDDGF4HB4ER267225,Mercury,1994,
1G6DL5EY3B0296934,Mercury,1984,
KNALN4D73E5407931,Mercedes-Benz,2012,
JN1AZ4FH6FM357931,Mercury,1986,Turquoise
WBANF73516C392303,Toyota,2004,Maroon
3FA6P0SU9DR847018,Mazda,1988,Pink
WAUVC58E95A800076,Pontiac,1968,Aquamarine
WVWDB7AJ4EW500257,Mazda,2010,Fuscia
WBAWV1C52AP261497,Ford,1991,Aquamarine
KNDJT2A56C7499724,GMC,2010,Maroon
2G61R5S39E9485222,Land Rover,1990,Green
1G6KD57Y16U941676,Volvo,2005,Red
3C63D2CL4CG575860,Maybach,2005,Teal
3C6JD7EPXCG100363,Suzuki,1997,Green
3N6CM0KN5FK714439,Mazda,1999,Blue
SCBLF34F75C137361,Mazda,2010,
JM3TB2CA8D0878134,Lamborghini,2009,Goldenrod
5J8TB4H34GL923105,Volkswagen,1986,Aquamarine
1G6AX5SX3E0367122,,,
4T1BF3EK0BU309039,Pontiac,2005,Maroon
3FADP4AJ3DM308798,Chevrolet,2008,Blue
1G6AH5RX9F0479069,Pontiac,2006,Maroon
YV426MDA9F2941362,Volkswagen,1986,Teal
WBAVB73548K258759,Mercedes-Benz,1996,
2C3CDXEJ9DH591687,BMW,2003,Orange
1D7RE3GK2BS607791,Chevrolet,1979,Mauv
JN1AZ4EH9AM290428,Mitsubishi,2000,
WVWGD7AJ8EW651822,Mitsubishi,1997,Red
5N1AZ2MG7FN865083,Chevrolet,2007,Crimson
WAUBF78K19N596593,Mitsubishi,2008,Red
YV1902FH8D1514107,Nissan,1995,Fuscia
WVGAV3AX5EW391486,Nissan,2009,Orange
WAUJC68E14A198101,Ford,2008,Fuscia
3VWA17AU2FM765998,Chevrolet,2002,Orange
3D7JV1EP4AG088667,Buick,2000,Orange
WAU4FAFL1CA629916,Mercury,2001,Pink
5N1AL0MM2EC195027,Jeep,2000,
1G6KF57932U519048,Mercedes-Benz,2004,Orange
1HGCR2E77DA349274,Mazda,1994,Goldenrod
WBAYA6C54FG282912,Chevrolet,2012,Pink
JHMZF1C60DS407997,Infiniti,1994,Yellow
WVGAV7AX5CW665810,Subaru,1996,
5N1AA0NC8DN282932,Pontiac,2006,
2HNYD18202H072781,Dodge,2000,
4T1BF1FK9EU519758,Suzuki,1997,Goldenrod
WP0AB2A88CU702742,Volvo,2009,Maroon
WBAVC73508K231149,Chevrolet,2004,Teal
SCBGR3ZA6CC235977,Chevrolet,1999,
1GYEK63N75R766556,Ford,1991,Fuscia
1N6AA0CJ2DN467920,Chrysler,2008,Teal
JTHBP5C2XA5399968,Jeep,1997,Khaki
19UYA42463A227863,Mercury,1995,Goldenrod
1GD220CG6CZ706865,Mercury,2002,Aquamarine
JN1CV6FE5DM670598,Dodge,1998,
1C3CDFCB1FD807361,Hummer,1999,Aquamarine
WBA5B1C55FD046239,Subaru,2004,Red
JH4DC54883C789098,Hyundai,2012,Red
1G6DW677650193769,Saab,1991,Mauv
1N6AA0EC9FN173612,Nissan,2008,Blue
3GYFNKE60BS315486,,,Puce
5YMGY0C56DL034387,Mercedes-Benz,1993,Yellow
3A4GY5F97AT728407,Ford,1997,Pink
WAUSF98K29N015677,Nissan,2008,Purple
WAUVT58E23A500859,Audi,2008,Goldenrod
1D7RV1GP3AS025617,Ford,2000,Aquamarine
3C63DRAL5CG265602,,,Indigo
KL4CJDSBXDB035455,Honda,2005,Goldenrod
WAUTFAFHXBN403517,Audi,2007,
1FMCU4K31CK662266,Hyundai,2013,Khaki
W04GY5GV8B1811087,Jeep,1998,Maroon
3C6TD5FT5CG566081,Subaru,2011,Purple
1HGCR2E39FA932820,Nissan,2008,Aquamarine
2G4WN58C381209073,Volvo,2005,Turquoise
WAULC58E64A468362,Ford,2013,Indigo
1FAHP3DN0AW755434,,,
WAUFFAFL9FA410781,BMW,2010,Teal
WAUDF98E46A774465,Ford,2003,Yellow
2T3BFREV9EW658080,Nissan,2011,Blue
WAUGGBFC6CN604390,Pontiac,2008,Khaki
5J6TF2H57EL258796,Suzuki,2011,Orange
5TDBY5G11FS595623,Audi,1990,Fuscia
1GYFK43599R967437,Subaru,1991,Mauv
1GYS4AEF1CR337318,Mazda,1983,Violet
5J8TB4H35FL517896,Ford,1992,Mauv
1FTEX1E87AK688829,,,Goldenrod
YV126MFC1F1864374,Pontiac,2001,
1G4HR57Y67U200073,Ford,1986,Violet
3VWKZ8AJ8BM539919,Dodge,2002,Orange
5FRYD3H44FB485929,Audi,1989,Green
WBAAV53401J312037,Ford,1993,
2C3CDXDTXEH252098,Mercury,1967,Maroon
3C4PDCGB6ET097923,Scion,2012,Goldenrod
1GYFK43579R272373,Chevrolet,1997,Indigo
KNAFX5A80E5142864,Nissan,1979,Violet
2C3CDYAG8CH585152,Toyota,2005,Teal
WAUHF98P29A583523,Kia,2011,Green
KNAFT4A29B5988729,Honda,2002,
19XFA1E80BE589198,Acura,2009,Violet
2HNYD18666H404683,BMW,1958,Maroon
JN8AS1MU9AM960725,Mercedes-Benz,1984,Puce
1G4GA5ER4CF350227,Mitsubishi,1998,Aquamarine
1G6DK8EG3A0802031,Dodge,2012,Purple
3C4PDCBB3FT213667,Cadillac,2010,Pink
WBAYE4C50DD114546,Volvo,1998,
JN1AJ0HP0BM162289,,,Pink
JM3KE2BE7D0186258,Ford,2009,Purple
JTHBK1GG3F2772919,Nissan,2012,Yellow
19UUA8F28EA855554,Chevrolet,1971,
5J8TB3H5XDL447482,Chevrolet,1997,Mauv
WAUDGAFL8DA451033,Mitsubishi,1998,Yellow
2HNYD28219H541473,Buick,1994,Purple
WAUMF78P66A951071,Toyota,1997,
WAUDF78E15A362121,Buick,1994,Orange
1FMJU1H52AE265255,,,Crimson
3C6TD5HT9CG657643,Chevrolet,1996,Mauv
2T1BURHE9EC462765,Chevrolet,2012,Mauv
WBAFR9C51CD883449,Mazda,1995,Orange
YV126MFK6F1933020,Honda,2003,
1GTG5BE31F1168456,Mercedes-Benz,1985,Maroon
WDDGF4HB0DF720417,Volkswagen,2002,Green
WAUFFAFL1BA216336,,,Fuscia
1G6KD57Y59U938087,Shelby,1968,
WAUKF78E98A525819,Hyundai,2008,Maroon
WBA3N3C56FF663972,GMC,1995,Blue
WAUDG78E66A155920,Chevrolet,2005,Turquoise
WAUJC68E22A496413,,,Blue
2T1KE4EE7CC848991,Mercedes-Benz,2011,Pink
1N6AD0CU1AC541238,Mazda,1993,Indigo
1G4HC5EM0AU942820,BMW,2004,Turquoise
KMHCM3AC0BU560510,Mazda,1996,Aquamarine
JTEBU5JR0C5274356,Mercury,2004,Crimson
1N6AD0CU4AC274239,BMW,1989,Red
2C3CCAEG2EH995730,,,Maroon
WA1BY94L58D439395,Maybach,2011,Puce
3D73Y4CL3BG806521,Mazda,2008,Maroon
WBAFU7C52BC169420,Chevrolet,2012,Fuscia
KMHTC6AD3FU932621,Volkswagen,1984,Puce
JH4CU4F61CC505082,Mercury,1993,Purple
JTHBL1EF9D5574848,Kia,2012,Crimson
SCFAD01A86G896873,Honda,1997,Pink
1GKS1GEJ2BR871744,Lincoln,1997,
WBA3A5C53EJ672065,Pontiac,1993,Red
137ZA903X1E760978,Chrysler,2004,Violet
1G6DM57N440208153,Lexus,1994,Puce
1GYS4FEJ7BR005884,Volkswagen,1990,Violet
WBAPH735X9E404119,Kia,2009,Fuscia
WAUMFAFR6EA000031,Dodge,2011,Pink
WBSBL93474P889775,,,Mauv
KNDJT2A26D7270614,Lotus,1992,Aquamarine
3VWF17AT0FM922697,Lexus,1994,
5N1AA0NCXFN333558,Oldsmobile,2001,
3N1CN7APXEL022460,Isuzu,2001,Orange
JH4CU4F4XCC818193,Dodge,1998,
1D7RB1CP3BS795820,Ford,2010,Red
KNAFX5A89E5110284,Volvo,2004,Green
3VW4A7AT1DM673623,Mitsubishi,1989,Pink
3TMJU4GN7AM723490,Mercury,1986,Red
WAUWGBFC1EN017397,Nissan,2003,Goldenrod
3VW4S7ATXEM522374,,,Khaki
WAUDFAFL9CN999035,Acura,2002,Blue
3GYFNGE35ES174745,BMW,2003,
3D7JB1EK8AG684040,Audi,2000,Violet
WBALW7C59ED110098,,,Aquamarine
2B3CA5CT5AH095280,Bugatti,2009,Yellow
3VW4S7AT3EM779019,,,Crimson
SCFFDCCD0CG190264,Bentley,2011,Green
WAUMFAFL3BN045797,Mercedes-Benz,2004,Purple
1G6DW677870202703,,,Crimson
WA1FFCFS7FR242558,BMW,2007,Teal
VNKJTUD34FA500809,Suzuki,2000,Teal
5FRYD3H25FB003290,Infiniti,2010,Purple
SALAB2D45AA168275,Subaru,1995,Teal
5N1AT2MK4FC280060,Audi,1994,Fuscia
JTDZN3EU7EJ260242,Pontiac,2004,Turquoise
WAUKH78EX8A340446,Dodge,2006,Pink
SCBBP93W89C916450,Mercedes-Benz,2011,Purple
2HNYD28628H391794,Chrysler,2005,Maroon
4T1BD1EB5DU484867,Chevrolet,1999,Green
1C4RDJAG8FC443369,Chrysler,1999,Indigo
2G61P5S36E9847061,Mercury,2006,Crimson
1N4AL2AP3CC927022,Mitsubishi,2001,Red
JTHKD5BH4C2335802,Cadillac,1999,
WBA3A9G54FN020535,Toyota,2012,Pink
WBAAX13495P993370,Chevrolet,2007,Purple
4T1BD1EB6DU916009,Lexus,2000,Khaki
3D7LP2ET4BG626310,Cadillac,1995,Purple
JH4DC538X2C387485,Pontiac,1995,
YV426MDA9F2395100,Kia,2006,Goldenrod
JTHBC1KS1A5196716,Chevrolet,1995,
WAUNF98P37A304838,BMW,1994,Aquamarine
3VW4S7AT8EM886762,Ford,1995,
2C3CDXBG6CH404137,Mercedes-Benz,2011,Aquamarine
1C4AJWAG9CL390647,Dodge,1992,Aquamarine
WBAEW53424P785051,Chevrolet,2000,Violet
1GYEC63T74R023244,GMC,2011,Mauv
1B3BD4FB1BN342206,Mercedes-Benz,1977,Fuscia
1GKS2FEJ6CR194061,Mitsubishi,1993,
1G6DW67V280918836,Mitsubishi,2005,Goldenrod
1GD22ZCG2DZ332857,Toyota,1976,Indigo
3C63DRGL1CG241532,Plymouth,1995,Khaki
WP0AA2A92CS370143,Mercedes-Benz,2006,Puce
1FTDS3EL8AD311456,Ram,2011,
1G6DS8E30D0356700,Ford,2009,Khaki
KMHTC6AD8DU451356,Infiniti,2003,
JTDKDTB3XF1526421,Kia,2003,Crimson
SALVP2BG3FH868844,Nissan,1996,Green
JM3TB2CV3F0283309,Toyota,1996,
1G6DC5EY8B0039980,Chevrolet,2007,Turquoise
2FMGK5B85DB102142,Mercury,1986,Red
1GTPCTEX5AZ209504,Maserati,2010,Khaki
SALFR2BG6EH820655,Chevrolet,1979,Orange
1C4SDHCT3FC963595,Volkswagen,1994,
YV1902AHXD1128599,BMW,2010,
1FTEX1C81AK541294,Mitsubishi,1990,Indigo
WBADX1C52CE426464,,,Violet
WAUJT54B72N454916,Mercedes-Benz,2007,
WAUMF78K59N943268,Pontiac,1973,
4USBT33535L737217,Hyundai,2007,Fuscia
3VWC17AU5FM700037,Dodge,2009,Goldenrod
WAUDL54F35N538686,Mercury,2002,Puce
2HNYD28348H697661,Chrysler,2001,Yellow
1G6DA5EG7A0318574,Lincoln,1994,Violet
JTDKDTB3XE1481334,Isuzu,1994,Khaki
WDDHF5KB2EA666099,,,Maroon
KL4CJCSB7EB666899,Saab,1997,Crimson
WAUAC48H94K521626,Chevrolet,2000,Aquamarine
KMHHT6KD9AU379941,Cadillac,2007,Khaki
WBALX3C58CC200576,Ford,2003,Indigo
5TFBY5F1XAX627408,Toyota,2010,Purple
1FTSW3A55AE435701,Jaguar,2005,Blue
KNAFU6A26D5442661,Ford,2006,Indigo
JM1CR2W35A0893865,Ford,1985,Turquoise
1G6DF5EG9A0889985,Toyota,2002,Pink
1G6AJ1RX5F0048404,BMW,2007,Aquamarine
TRUSC28N541609425,Infiniti,2010,Mauv
1G6DJ5EG1A0965262,Toyota,1995,Indigo
KL4CJESB0FB688790,Infiniti,2001,Pink
1N6AF0KX7FN584337,Ford,2005,Aquamarine
JN8AZ2KR8AT412284,Oldsmobile,1998,Pink
1G6KE57Y61U733072,Ford,2007,Goldenrod
19UUA9F26CA803228,BMW,2003,Teal
3C4PDCEG4CT559150,Saturn,1997,Khaki
WP0AA2A80CS434820,GMC,2006,Khaki
1G4GD5G35FF153233,Mercedes-Benz,2012,Purple
1N6AA0CC6FN196798,Chevrolet,2006,Mauv
3VW8S7AT1FM664289,Mercury,1990,Aquamarine
WBA4B3C58FD822497,Mitsubishi,2009,Turquoise
3GYFNFE39FS461162,Buick,1997,Teal
1GD12YEG6FF058814,Chrysler,2007,Red
1GYUKEEJ0AR540949,Mercedes-Benz,2005,Goldenrod
4T1BD1FK9EU117048,Chevrolet,1995,Mauv
5GAKRBKD8FJ136343,Chrysler,1993,
1GTN1TEX6CZ840651,Dodge,1992,Fuscia
3C4PDCAB8DT909178,BMW,1998,Aquamarine
WAUGL98E46A198849,Honda,2009,
1N4AL2AP3BC384625,Jaguar,2002,Teal
1D4PU2GK8AW601941,Bentley,2010,Teal
1GYS4CEF9DR474844,Subaru,2000,Indigo
JHMZE2H59ES879416,Mazda,2001,Purple
WAUMK98K49A189472,GMC,2011,Fuscia
W04GX5GV6B1738840,Mitsubishi,1988,
3GYFNFE36ES701203,Dodge,2002,Maroon
WBAFR9C58BD320185,Mercedes-Benz,2004,Orange
1GTN1TEH4EZ810169,Mercedes-Benz,1995,Maroon
2T1BPRHE5EC989015,Infiniti,2008,
19UUA9F55DA398782,BMW,1993,Green
JH4DC53874S057733,Toyota,1999,Turquoise
WBADX1C56CJ868655,Hyundai,2003,
JN8AF5MR9DT691563,Land Rover,2005,
WAUDGBFL5AA083167,Audi,2009,Red
1FTSW2B51AE156416,Mazda,2002,Goldenrod
1G6KE57Y52U796732,Aston Martin,2012,Yellow
1NXBU4EE3AZ862949,Dodge,2010,Green
2HNYD18623H352660,Suzuki,1994,
2G4GU5GV9D9237711,Audi,2004,Yellow
1N6AF0KX1FN321227,Mazda,1995,Indigo
1FADP3E25FL009587,Volkswagen,2007,Aquamarine
1C3BCBFG1DN999614,Chevrolet,1995,Purple
JM1NC2JF7E0848153,Suzuki,2004,Purple
3D73M4CL8BG949038,Mercedes-Benz,2006,Khaki
4T1BF3EK5BU571252,Acura,1993,Fuscia
WBAYA6C51DC564316,Volkswagen,2001,Turquoise
JHMZF1D46DS976897,Acura,1996,Indigo
WBSBR93441E648813,Ford,2008,Orange
1GYUKCEFXAR550629,GMC,1992,Crimson
5UXWY3C56F0635193,Kia,2007,Indigo
3C6LD4BT4CG121850,McLaren,2012,Khaki
3GYEK63N43G795316,Mercedes-Benz,2005,Indigo
WAUDFAFL6DA240870,Dodge,2012,
19UUA8F27CA725116,,,Violet
WVGAV3AX1DW487288,,,Goldenrod
SCFFDABM4EG098311,Saab,1985,Aquamarine
1N4AL2AP0AC531935,Toyota,2006,Purple
1N6AA0CJ7FN966070,Maserati,1990,Indigo
WAUAFAFHXCN988351,Land Rover,2012,Blue
JN1CV6EK4EM902973,Ford,2001,
137ZA83361E395723,Dodge,2000,Puce
5TDDK3DC9ES859626,Mazda,1995,Goldenrod
2T1BU4EE9DC300771,,,Crimson
1B3CB5HA2BD071909,Lamborghini,1995,Puce
1FTEW1CM3CF969783,Ford,2012,Teal
WBA3B3C59DF813207,Audi,2008,Purple
1G6DF8E57D0517775,Nissan,2009,Green
1FTWW3A5XAE667079,Nissan,2005,Green
4F2CY0C73AK982224,Chevrolet,1961,Khaki
19UUA56953A788680,Dodge,2009,Blue
1G6YX36D365541911,Mercedes-Benz,1993,Turquoise
1G6DJ5EY3B0385795,Dodge,1992,
1G6AE5SX0D0984949,Audi,2011,Teal
JM1NC2MF2D0913498,Ford,1967,Maroon
5J6TF2H56FL832189,Honda,2012,Indigo
1G4HF5EM7AU503847,GMC,1999,Yellow
TRUTC28N131280841,,,Khaki
WBAUT9C55AA402867,,,Pink
1G6AX5SX8F0511877,Cadillac,2003,Pink
5NPDH4AE5CH287564,,,Purple
2C3CDXFG0EH300403,GMC,1998,Green
1C3CCBBB9EN861125,Volvo,2007,Puce
JN8AZ2KR7BT497071,GMC,2011,
2HNYD18625H774401,Ford,2003,Indigo
KNALN4D72E5321042,,,Blue
WBAVB73548P256917,Toyota,2010,
WBAPH7C57BA955671,Bentley,2010,Khaki
1G4GE5EV8AF882711,Lexus,1999,Pink
1FMJK1K5XAE804574,Saab,2007,Crimson
SALWR2TF4FA539552,Pontiac,1986,Pink
1C4RDHDG3DC115083,,,Green
WAUDL54F95N621393,Ford,2006,Turquoise
2G4GN5EC2B9303897,Scion,2009,
1N6AA0CA7DN647345,Chevrolet,1984,Aquamarine
1FM5K7B88EG166303,GMC,2008,Mauv
1FTEW1E84AK921598,Ford,1997,Purple
WBAPK7G5XBN505971,Honda,1996,Indigo
1G6KD57Y77U762883,Volkswagen,1997,Aquamarine
WBAGL835X5D446715,BMW,2001,Turquoise
WAUDH74F07N326778,Lincoln,1984,Purple
1FMEU7FE3AU620334,Acura,2008,Purple
SCFEFBBC9AG915771,Chevrolet,1997,Crimson
3D7TP2CT3AG722110,Volkswagen,1994,Goldenrod
WBASP4C55BC222695,Toyota,2009,Crimson
1N6AD0CW3EN960350,GMC,1994,Violet
5UXKR2C51F0444724,Volkswagen,1991,Pink
WAUVC58E35A267433,Suzuki,1996,Teal
1G4GA5GRXDF841660,Chevrolet,1994,Red
3VWJX7AJ1AM714196,Mercedes-Benz,2008,Crimson
WAUCFAFH0EN363808,Scion,2009,Yellow
1G6AC5SX2D0477640,Hummer,1998,
1G6AA5RX4E0467320,Lincoln,2009,Crimson
YV1902MM9F1890754,Lamborghini,1991,Purple
WAUMR44E16N047969,Mazda,2000,
5TDBK3EH2BS220517,Dodge,2000,Crimson
WAUJC68E05A175636,BMW,2012,Teal
WAUFFBFL2BA619540,Kia,2009,Teal
WAUEFAFL9EN624916,Kia,2010,Pink
WAUAH78E78A429564,Pontiac,1972,Pink
SALVN2BG2EH876485,Dodge,1998,Purple
JTDZN3EU4FJ740661,,,Violet
WDDGF4HB8CA763608,Pontiac,2005,Crimson
JN8CS1MU4FM595886,Subaru,2000,Yellow
SAJWA1C7XD8851933,Lexus,1993,Maroon
1FMJK1F54AE697788,Isuzu,2004,Mauv
WAU3MAFD4FN948282,Buick,1996,Violet
5GAKRAKD3EJ514660,Porsche,2012,
WP0AA2A96CS216101,Suzuki,2006,Teal
4USBT33574L590558,Hyundai,1994,
WAUAF78EX8A427118,Ford,2004,Blue
3CZRE3H39AG151659,Pontiac,2006,Pink
1D7RW2GK0BS870496,GMC,1994,Purple
JHMFB4F29CS471463,Ford,2004,Goldenrod
WAUXU54B63N712173,Ford,1999,
1FAHP3GN7AW403995,Mitsubishi,1989,
5TDBY5G17ES522271,Hyundai,2003,Turquoise
KNALN4D70F5520320,Toyota,2010,Mauv
WAUHFAFL8DN657241,Daewoo,2001,Indigo
WAUMK98K49A094703,Chevrolet,1967,Khaki
3GYFNAE30ES226618,,,Puce
WBA8Z5C52FD767439,Mazda,2008,
WBA3T3C5XFP661352,Porsche,2010,Green
3C3CFFER2DT209453,Dodge,1996,Purple
1C4PJLAKXCW703796,Jaguar,1998,Purple
1G6AT5S3XE0531183,Subaru,2010,
1FTMF1E8XAK429119,Isuzu,1998,
JTEBU5JR4E5745878,Porsche,2011,Teal
WAUXF78K19A939688,Ford,1995,Teal
1G6DP57V490163553,Ford,2002,Teal
2V4RW3D18AR827039,Mitsubishi,1999,Goldenrod
WA1WMBFE9DD562968,Toyota,1994,Indigo
NM0KS9AN2AT625708,Chevrolet,1994,
1GYEC63868R579157,,,Fuscia
JTEBU5JR4E5024086,Chrysler,2005,
WAUUFAFH5DN349258,Mitsubishi,1992,Purple
JN1AZ4EH2FM742114,GMC,2013,Yellow
WAUDH78EX8A963199,Toyota,2003,
SCFEBBDL2EG850907,Porsche,2001,Green
1FMJU1K57AE889917,Buick,1986,Green
WBAEN33414P634631,BMW,1997,Red
3C6TD4MT0CG035819,Nissan,2008,Fuscia
3GYEK62N25G087554,,,
WAUTFAFHXBN583131,,,
WBANF33577C466060,,,Mauv
WVGEF9BP1DD355756,Chevrolet,2000,Pink
1G6AZ5S37E0715835,Ford,1996,Puce
WAUAFAFL7CN369694,BMW,2004,Green
1N6AA0EDXFN292620,Oldsmobile,1999,Turquoise
ZHWGU5BZ4CL008849,Nissan,2008,Fuscia
1G6KD57Y97U731599,,,
5FRYD3H97GB765566,Toyota,2009,Fuscia
1N6AF0LY4FN173758,BMW,2010,Fuscia
1G6DA1E33D0977357,Pontiac,1988,Red
WA1EY74L58D963924,Saab,1988,Purple
WBA3D5C51FK956832,Mazda,1998,Violet
JTHBE1KS6A0638865,Ford,2013,Pink
WBA5B3C54FD014748,Toyota,2010,Blue
JA4AP3AU7CZ894396,Pontiac,1991,Green
3D7TP2HTXAG144144,Toyota,1992,Teal
19VDE1F56EE618362,Volvo,2008,Puce
5TDDK3DC0DS501801,Cadillac,2007,Violet
JH4KA96671C421055,Honda,1994,Purple
1GYFC13219R330060,Audi,2004,Crimson
SALSF2D4XDA971550,Ford,2004,Crimson
SCFKDCEP7EG504355,Pontiac,1985,Puce
2C3CDYCJ8EH469784,Spyker,2005,
WBAVB33556P076626,,,Pink
1G6AZ5S38E0888229,Chevrolet,2004,
1G6KE57Y64U786987,,,Goldenrod
JH4DC44521S696113,Volkswagen,2002,Blue
2C4RDGAG4CR413114,Chevrolet,1999,Fuscia
4USBU33588L367772,Kia,2006,Green
1G6DL8ED2B0400957,Mazda,1994,Puce
KNADH4A38B6379398,GMC,2011,Pink
WBA3N3C50EK002847,Toyota,2008,Teal
1GD01ZCGXCF986953,,,Yellow
WAU2GAFC5CN164487,Cadillac,1995,Fuscia
3FAHP0CG0CR789445,Toyota,2008,Pink
1FTMF1EW2AK716937,Land Rover,2009,Orange
YV126MEC9F1201393,Dodge,1993,Khaki
1FM5K7B82DG163539,Jeep,2002,Yellow
4JGCB2FE5AA293620,Mitsubishi,2000,Violet
1FTSW2A50AE844389,Toyota,2000,Crimson
WBA4A7C59FG243964,Mazda,2008,
19UUA8F24EA939239,Audi,2008,Purple
WBA3K5C53FK787533,Chevrolet,2006,Turquoise
WP0CB2A83FS101408,,,Maroon
WBADT63493C886426,Subaru,2005,Violet
1GKS1EEF5CR137469,Jeep,1996,Crimson
WVWGU7ANXAE785654,Subaru,1994,Indigo
1HGCR2E36FA792287,Nissan,1996,
WA1EV74L47D447755,Ferrari,2012,Mauv
WAUR2AFD1EN330528,Suzuki,2007,Turquoise
KNAFT4A26A5133873,Ford,2008,
WA1CMAFE7BD757929,Buick,1990,Khaki
JA32X8HW0EU641000,BMW,2005,Turquoise
1G6YX36D575358267,Plymouth,1990,Aquamarine
1FTWW3B56AE054617,Hyundai,2011,Blue
WBAPK7C55AA137713,,,Crimson
WAUHGAFC5FN328111,Honda,2006,Pink
5N1AN0NU3DN556101,Isuzu,2004,Blue
WVWAB7AJ8DW076342,Bentley,2007,Indigo
1G6KS54Y04U897029,Infiniti,2008,Yellow
WP0AA2A97DS684632,Cadillac,2005,Teal
KMHTC6AD4DU383170,Volkswagen,2012,Indigo
4JGBB2FB0AA046698,,,Pink
1GYS4EEJ2CR296418,GMC,1994,Purple
KL4CJHSB5EB378621,Ford,1992,Indigo
JH4NA12664T154841,Ford,1997,Turquoise
WAUAH98E38A232578,Volvo,2012,Teal
1FTEW1CM1EK738584,Ford,1993,Pink
TRUSC28N921873678,Chevrolet,1996,Blue
5N1AT2MK6EC872686,Mazda,1992,Orange
1C3BCBEB8DN450806,,,Indigo
